tieu_de,gia_ban,don_gia,dien_tich,dia_chi,mo_ta,dien_thoai,loai_hinh,dien_tich_dat,dien_tich_su_dung,gia_m2,giay_to_phap_ly,so_phong_ngu,so_phong_ve_sinh,tong_so_tang,tinh_trang_noi_that,huong_cua_chinh,dac_diem,chieu_ngang,chieu_dai,ma_can,ten_phan_khu_lo,bieu_do_gia
SIÊU PHẨM MỚI LÊN _NGANG RỘNG 6M_5 TẦNG _SÂN THƯỢNG _4PN_4WC,"8,74 tỷ","208,10 triệu/m²",42 m²,"Đường Thích Quảng Đức, Phường 5, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","🏩 SIÊU PHẨM HXH THÔNG THÍCH QUẢNG ĐỨC PHÚ NHUẬN - SÁT MẶT TIỀN - 5 TẦNG SÂN THƯỢNG BTCT - 4PN 4WC FULL NỘI THẤT SANG TRỌNG - DT 42M² (6x7) SỔ A4 - CHỈ 8.x TỶ.
Gọi Oanh xem nhà ngay.",,"Nhà ngõ, hẻm",42 m²,,"208,10 triệu/m²",Đã có sổ,4 phòng,4 phòng,5,,,Hẻm xe hơi,6 m,7 m,,,"[189.76, 142.5, 170.28, 180.81, 180.81, 180.56, 145.79, 166, 157.92, 173.54, 179.77, 175, 190.35]"
ĐẤT HIẾM - SỔ VUÔNG - NGANG 5 - 64M2 - 7x TỶ,"7,9 tỷ","123,44 triệu/m²",64 m²,"Đường Lê Văn Sỹ, Phường 13, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Phú Nhuận, TP Hồ Chí Minh mới)","Bán đất 

. DT: 5 x 13.5m (vuông vức)

. Hẻm ba gác trước nhà sạch đẹp, văn minh.

. Cách 20m ra hẻm xe hơi tránh nhau tráng nhựa thẳng tấp.

. Khu vực dân trí cao, an ninh, yên tĩnh, toàn nhà cao tầng.

. Pháp lý rõ ràng, 1 đời chủ.",0932846742,"Nhà ngõ, hẻm",64 m²,,"123,44 triệu/m²",Đã có sổ,1 phòng,,,,,Nhà nát,5 m,13.5 m,,,"[158.93, 158.93, 158.93, 158.93, 156.84, 157.89, 157.89, 157.89, 158.95, 169.46, 168.57, 168.57, 168.57]"
BÁN NHÀ CĂN GÓC MẶT TIỀN ĐƯỜNG NGUYỄN TRỌNG TUYỂN QUẬN PHÚ NHUẬN,46 tỷ,"300,65 triệu/m²",153 m²,"Đường Nguyễn Trọng Tuyển, Phường 10, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Phú Nhuận, TP Hồ Chí Minh mới)","LÔ GÓC KHÔNG LỘ GIỚI – MẶT TIỀN KINH DOANH – TRUNG TÂM PHÚ NHUẬN - SỔ VUÔNG A4
_ Kết cấu – khai thác tối đa
 • Diện tích: 9 x 17m – vuông A4 cực đẹp
 • Nhà 3 tầng kiên cố
 • Tầng 1 & 2: đang kinh doanh quán café
 • Tầng 3: phòng kinh doanh / văn phòng
 • Hiện đang cho thuê ổn định – dòng tiền ~600 triệu/năm
_ Vị trí vàng – kinh doanh đỉnh
 • Trung tâm Phú Nhuận, kết nối Quận 1 – Sân bay Tân Sơn Nhất chỉ 5 phút
 • Trục đường lớn, khu vực kinh doanh sầm uất, phù hợp mọi ngành nghề: café, showroom, văn phòng, spa, ngân hàng, F&B cao cấp…
_GIÁ: 46 TỶ 
_ LIÊN HỆ: *** Thuý Chuyên nhà phố các quận",,"Nhà mặt phố, mặt tiền",153 m²,459 m²,"300,65 triệu/m²",Đã có sổ,6 phòng,,,Nội thất đầy đủ,,,9 m,17 m,,,"[285.71, 285.71, 256.51, 256.51, 254.72, 254.72, 266.67, 283.95, 281.14, 281.48, 281.48, 281.48, 281.48]"
HẺM XE TẢI TRẢI NHỰA P.5 PHÚ NHUẬN - GẦN 40M2 (3.5x11) NỞ ĐẸP,"7,45 tỷ","191,03 triệu/m²",39 m²,"Đường Hoàng Hoa Thám, Phường 5, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","HẺM XE TẢI TRẢI NHỰA P.5 PHÚ NHUẬN - GẦN 40M2 (3.5x11) NỞ ĐẸP - TRỆT, 2 LẦU CÓ SÂN THƯỢNG - Đ. HOÀNG HOA THÁM - 7,45 TỶ",0896888265,"Nhà ngõ, hẻm",39 m²,,"191,03 triệu/m²",,5 phòng,,,,,Hẻm xe hơi,3.5 m,11 m,,,"[131.82, 153.75, 127.97, 150.89, 129.69, 129.69, 147.26, 141.79, 166.37, 166.37, 146.88, 126.67, 126.67]"
Siêu phẩm khu phố ẩm thực Phan Xích Long,12 tỷ,"269,66 triệu/m²",44.5 m²,"353/10, Phan Xích Long, Phường 1, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Cầu Kiệu, TP Hồ Chí Minh mới)","🌿🌟VIP PHAN XÍCH LONG - 5 TẦNG BTCT THIẾT KẾ HIỆN ĐẠI - 5PN 3WC - HẺM 4M KHU TOÀN NHÀ CAO TẦNG THÂN THIỆN - TẶNG NỘI THẤT CAO CẤP 
🔹Diện tích sử dụng: 154m² - 5PN 3WC. 
🔹Kết cấu: 5 tầng BTCT thiết kế hiện đại – Trệt, lửng, 2 lầu, phòng khách, bếp, sân phơi, sân thượng trước.
📍Vị trí đắc địa: Ngay khu phố ẩm thực Phan Xích Long, ngã tư Phú Nhuận, bệnh viện Hoàn Mỹ. Khu toàn nhà cao tầng thân thiện, dân trí cao, tiện ích đầy đủ.
🔹Pháp lý: Sổ hồng riêng chính chủ chưa qua đầu tư, pháp lý chuẩn, hoàn công đủ, sổ tại nhà công chứng ngay.
🔹Thích hợp vừa ở kết hợp kinh doanh, mở công ty, văn phòng hoặc đầu tư cho thuê CHDV.",,"Nhà mặt phố, mặt tiền",44.5 m²,45 m²,"269,66 triệu/m²",Đã có sổ,5 phòng,,5,Nội thất cao cấp,,,3.5 m,14 m,,,[]
"Hẻm xe hơi Tr Cao Vân,4Tầng,5PN,Có hẻm sau,Gần Huỳnh V Bánh,Tr H Liệu","10,25 tỷ","320,31 triệu/m²",32 m²,"Đường Trần Cao Vân, Phường 11, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Phú Nhuận, TP Hồ Chí Minh mới)","- Bán nhà hẻm xe hơi Trần Cao Vân gần Huỳnh văn Bánh,Hồ Biểu Chánh,Trần Huy Liệu,Nguyễn Văn Trỗi,khu vực đông dân cư,kinh doanh buôn bán nhộn nhịp
- Kết cấu: 4 Tầng (Tặng nội thất)
- Giá 10,25 tỷ
- Xem nhà báo trước 30 Phút
- Miễn trung gian, quảng cáo
- Liên hệ Mr Tài để cập nhật những căn nhà giá rẻ trong giỏ hàng ạ",,Nhà phố liền kề,32 m²,,"320,31 triệu/m²",Đã có sổ,5 phòng,,4,,Tây Bắc,,,,,,[]
"Chính chủ bán nhà 235/13 Thích Quảng Đức, khu VIP, hẻm xe hơi tránh","15,9 tỷ","214,86 triệu/m²",74 m²,"Đường Thích Quảng Đức, Phường 4, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","Bán nhà tại 235/13 Thích Quảng Đức, P.4, Quận Phú Nhuận
Nhà tọa lạc vị trí trung tâm, khu cán bộ dân trí cao của quận Phú Nhuận
Kết cấu 5 tầng BTCT (1 trệt, 1 lửng, 3 tầng, sân thượng) gồm 9 phòng (có thể cải tạo thành 11 phòng), 4 WC
Nội thất trang bị bếp, tủ lạnh và thiết bị vệ sinh Châu Âu. Nhà do kiến trúc sư thiết kế dễ dàng chuyển đổi công năng để ở hoặc kinh doanh
Đặc biệt có garage để xe 7 chỗ ngủ trong nhà. Sổ hồng vuông A4 hoàn công pháp lý chuẩn, công chứng trong ngày
Giá bán: 15.86 tỷ TL cho khách thiện chí
Liên hệ chính chủ: ***
Cảm ơn đã xem tin.",,"Nhà ngõ, hẻm",74 m²,287.3 m²,"214,86 triệu/m²",Đã có sổ,9 phòng,4 phòng,5,Nội thất cao cấp,Tây Bắc,Nhà nở hậu,3.98 m,19.4 m,,,"[150, 150, 150, 150, 140, 141.82, 194.62, 194.62, 164.54, 159.79, 159.79, 179.63, 179.63]"
BÁN NHÀ THÍCH QUẢNG ĐỨC – P4 (P. ĐỨC NHUẬN) – PHÚ NHUẬN - 134M2 - 21TỶ,21 tỷ,"156,72 triệu/m²",134 m²,"Đường Phan Xích Long, Phường 4, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","🔥 BÁN NHÀ THÍCH QUẢNG ĐỨC – PHƯỜNG 4 (P. ĐỨC NHUẬN) – PHÚ NHUẬN

🏢 DIỆN TÍCH LỚN 133.4M² – 4 TẦNG – THANG MÁY – SÂN Ô TÔ – CHỈ 21 TỶ

📍 Vị trí: Mặt tiền/đường Thích Quảng Đức, Phường 4 (P. Đức Nhuận), Quận Phú Nhuận
Khu vực trung tâm, giao thông thuận tiện đi Sân bay Tân Sơn Nhất, Bình Thạnh, Gò Vấp, Quận 1, Quận 3… Khu dân trí cao, an ninh, phù hợp ở kết hợp kinh doanh.

⸻

🧱 Thông tin chi tiết:
 • Diện tích đất: 133.4 m² (ngang 5m x dài 27m) – công nhận đủ
 • Diện tích sử dụng: 339.14 m²
 • Kết cấu: 1 trệt + 3 lầu (4 tầng) BTCT kiên cố
 • Công năng: 7 phòng ngủ – 6 WC
 • Trang bị: Thang máy tiện lợi
 • Sân trước rộng: Đậu ô tô + nhiều xe máy thoải mái

⸻

🎯 Ưu điểm nổi bật:
 • Diện tích lớn hiếm nhà bán trong khu Phú Nhuận
 • Ngang dài đẹp, sổ vuông – nở hậu cực kỳ phong thủy
 • Thích hợp:
 • Ở gia đình nhiều thế hệ
 • Làm Văn phòng công ty, showroom
 • Khai thác CHDV / cho thuê dòng tiền ổn định
 • Khu vực tiềm năng tăng giá, nhu cầu thuê cao

⸻

📕 Pháp lý:
 • Sổ hồng riêng, chính chủ trang bìa
 • Hoàn công đầy đủ
 • Công chứng – sang tên nhanh gọn

⸻

💰 Giá bán: 21 TỶ (thương lượng cho khách thiện chí)

📞 Liên hệ ngay để xem nhà thực tế & làm việc chính chủ
👉 Hàng hiếm – diện tích lớn – vị trí đẹp – giá tốt khu Phú Nhuận",,"Nhà ngõ, hẻm",134 m²,,"156,72 triệu/m²",Đã có sổ,7 phòng,6 phòng,4,,,Hẻm xe hơi,5 m,,,,"[152.78, 137.2, 137.2, 153.97, 153.97, 144.53, 145.41, 156.58, 156.58, 168.34, 168.34, 168.34, 168.34]"
"Bán nhà hẻm xe hơi Phan Xích Long, 72m2, 5 tầng chỉ nhỉnh 11 tỷ","11,7 tỷ","162,50 triệu/m²",72 m²,"Đường Phan Xích Long, Phường 7, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Cầu Kiệu, TP Hồ Chí Minh mới)","Bán Nhà hẻm xe hơi Phan Xích Long, Phú Nhuận
Dt 72m2, ngang 4,5m x 16m, 5 tâng, 8PN, 9WC, đang có hợp đồng cho thuê 40 tr/tháng kinh doanh CHDV 
Nhà mới, full nội thất
Hẻm xe hơi đậu trước nhà
Giá chỉ 11,7 tỷ TL",0707122239,"Nhà ngõ, hẻm",72 m²,300 m²,"162,50 triệu/m²",Đã có sổ,8 phòng,Nhiều hơn 6 phòng,5,Nội thất đầy đủ,,Hẻm xe hơi,4.5 m,16 m,,,"[195.86, 195.86, 176.19, 176.19, 171.71, 154.96, 154.96, 154.96, 136.18, 158.41, 174.71, 174.71, 174.71]"
Bán nhà Phú Nhuận P9 – sát MT – HXH xe tải –3Pn,"5,5 tỷ","196,43 triệu/m²",28 m²,"Đường Hoàng Văn Thụ, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","Bán nhà hẻm xe tải Hoàng Văn Thụ, P9, Phú Nhuận, cách mặt tiền vài bước chân, đi sân bay và trung tâm cực tiện.
 • DT: 28m (4 x 7.5m), sử dụng ~28m²
 • Kết cấu: Trệt + 2 lầu BTCT chắc chắn
 • Gồm: 3PN, 2WC, phòng khách, bếp, 2 ban công thoáng
 • Hẻm rộng xe tải tới nhà, gần bãi đậu ô tô
 • Khu an ninh, dân trí, ở hoặc cho thuê đều tốt
 • Sổ hồng riêng, hoàn công đủ, công chứng ngay

💰 Giá bán: 5.5 tỷ thương lượng nhẹ",,"Nhà ngõ, hẻm",28 m²,,"196,43 triệu/m²",Đã có sổ,3 phòng,3 phòng,2,Nội thất đầy đủ,,Hẻm xe hơi,4 m,7.5 m,,,"[175, 175, 175, 175, 175, 142.86, 142.86, 180.91, 180.91, 232.58, 230.14, 230.14, 230.14]"
🔥 BĐS HIẾM – ĐANG CÓ DÒNG TIỀN THẬT – MUA LÀ CÓ TIỀN VỀ NGAY 🔥,"13,5 tỷ","198,53 triệu/m²",68 m²,"Đường Thích Quảng Đức, Phường 4, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","🏡 Nhà hẻm xe hơi Thích Quảng Đức – Phú Nhuận
📍 Vị trí trung tâm, sát Quận 1 – Bình Thạnh – Tân Bình, 5 phút ra sân bay

⸻

💸 ĐIỂM ĂN TIỀN NHẤT:
➡️ Nhà đang cho thuê 21 TRIỆU/THÁNG
➡️ Hợp đồng ổn định – không phải “mua xong để trống”
➡️ Phù hợp nhà đầu tư giữ tiền, chống trượt giá, có dòng tiền nuôi nhà

⸻

🔹 Thông tin chuẩn chỉnh – khỏi phải soi:
 • Diện tích đẹp 4m x 17m – nở hậu
 • Kết cấu 1 trệt 2 lầu, xây kiên cố
 • 4 phòng ngủ – 3 WC – phòng khách rộng – bếp lớn
 • Sân trước để ~7 xe máy, sau có giếng trời lấy sáng
 • Hẻm 4m xe hơi, khu dân cư an ninh, có camera
 • Hướng Tây Nam, nhà mát – thông thoáng

⸻

📈 Vì sao căn này đáng xuống tiền?
✔️ Phú Nhuận – khu vực giữ giá cực tốt
✔️ Vừa ở sướng vừa khai thác cho thuê ổn định
✔️ Dễ thanh khoản, phù hợp đầu tư trung – dài hạn
✔️ Pháp lý sổ hồng riêng – chính chủ – không tranh chấp

⸻
📞 Liên hệ chính chủ: Chị Hương – ***",0938573339,"Nhà ngõ, hẻm",68 m²,,"198,53 triệu/m²",,4 phòng,,,,,Hẻm xe hơi,,,,,"[150, 150, 150, 150, 140, 141.82, 194.62, 194.62, 164.54, 159.79, 159.79, 179.63, 179.63]"
4TẦNG ĐÚC BTCT - 4PN - 33M2- 10M RA HẺM XE TẢI - HUỲNH VĂN BÁNH,"6,75 tỷ","204,55 triệu/m²",33 m²,"Đường Huỳnh Văn Bánh, Phường 11, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Phú Nhuận, TP Hồ Chí Minh mới)","4TẦNG ĐÚC BTCT - 4PN - MỚI Ở NGAY - 10M RA HẺM XE TẢI - HUỲNH VĂN BÁNH
- Diện tích: 33m2 (5.4x6.9) 
- Kết cấu: 1trệt 2 lầu sân thượng, 4phòng, 4wc, phòng khách, bếp. 
- Nhà mới kết cấu đúc bê tông cứng cáp, khách chỉ cần xách va li vào ở. 
- Hẻm ba gác đẹp, 10m ra hẻm xe tải, vài bước chân ra mặt tiền. 
- Sổ pháp lý chuẩn, hoàn công đầy đủ
LH: ***
YT65",0914943953,"Nhà ngõ, hẻm",33 m²,,"204,55 triệu/m²",Đã có sổ,4 phòng,4 phòng,,,,,5.4 m,6.9 m,,,"[161.38, 161.38, 161.38, 158.79, 153.85, 187.39, 187.39, 141.19, 173.79, 153.67, 183.82, 183.82, 204.55]"
Siêu phẩm Kinh Đô Thời Trang Lê Văn Sỹ Phú Nhuận nở hậu tài lộc,"7,65 tỷ",153 triệu/m²,50 m²,"Đường Trần Huy Liệu, Phường 11, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Phú Nhuận, TP Hồ Chí Minh mới)","Siêu phẩm Kinh Đô Thời Trang Lê Văn Sỹ Phú Nhuận nở hậu tài lộc sát mặt tiền, gia đình ở đông Thành Viên hoặc làm CHDV giử tiền nhỉnh 7 Tỷ

DT Nở Hậu 5,5 X10M 3TÂNG 5PN FULL NỌI THẤT

Giao Trần Huy Liệu , Nguyển Văn Trổi Huỳnh Văn Bánh, Trần Quang Diệu, giáp Tân Bình Bình Thạnh, Q1

A.C call và kết Bạn ZALO # *** TRANG TRẦN",0905983979,"Nhà ngõ, hẻm",50 m²,,153 triệu/m²,Đã có sổ,5 phòng,,3,Nội thất đầy đủ,,,5 m,10 m,,,"[153.22, 153.22, 151.74, 157.62, 157.62, 168.18, 146.15, 215, 153.73, 153.73, 153.73, 153.73, 153.73]"
"PHÚ NHUẬN, 92M2(5.2x18), 3 TẦNG, HẺM Ô TÔ, NHỈNH 12 TỶ","12,5 tỷ","135,87 triệu/m²",92 m²,"Đường Huỳnh Văn Bánh, Phường 13, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Phú Nhuận, TP Hồ Chí Minh mới)","Mô tả:
+ Vị trí: Đ. Trường Sa, thông Huỳnh Văn Bánh, P13, Phú Nhuận.
+ Diện tích: công nhận đủ trên sổ 92m2 (5.2x18).
+ Kết cấu: Villa mới xây 3 Tầng BTCT, 4 phòng ngủ đẹp, đầy đủ nội thất, vệ sinh riêng.
+ Nhà được thiết kế tận dụng, chừa nhiều không gian sinh hoạt chung, sảnh, khách bếp mở cực thoáng, có phòng dướt trệt cho người lớn tuổi.
+ Hẻm xe hơi 4 chỗ.
+ Sổ sạch, pháp lý chuẩn, công chứng ngay.",0977041583,"Nhà ngõ, hẻm",92 m²,,"135,87 triệu/m²",Đã có sổ,4 phòng,5 phòng,3,Nội thất cao cấp,,Hẻm xe hơi,5.2 m,18 m,,,"[161.29, 222.73, 170.12, 170.24, 170.24, 179.8, 184.13, 184.13, 180, 186.38, 186.38, 186.38, 186.38]"
"HẺM NHỰA Ô TÔ THÔNG, PHÚ NHUẬN, 40m2, 3 TẦNG, 3PN","7,45 tỷ","186,25 triệu/m²",40 m²,"Đường Hoàng Hoa Thám, Phường 5, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","Mô tả:
+ Vị trí: Đ. Hoàng Hoa Thám, Phường 5, Phú Nhuận; Thông Thích Quảng Đức.
+ Diện tích: Công nhận 39m2 (3.5x11 nở hậu đẹp 4.5m ), không lộ giới, quy hoạch
+ Kết cấu: Trệt, 2 lầu, có sân thượng trước, mái BTCT; nhà đúc chắc chắn, phù hợp cải tạo nâng 5 tầng.
+ Thiết kế: Khách, bếp, 3 PN, 3 vệ sinh, 1 sân thượng.
+ Hẻm 6m trải nhựa, ô tô xe tải thông.
+ Khu kinh doanh đa ngành, hàng xóm mở quán ăn, nail, spa, thời trang... nhà mình đang làm đào tạo Nail tại nhà.
+ rất hiếm trong phân khúc.
+ Sổ sạch, pháp lý chuẩn, công chứng ngay.",,"Nhà ngõ, hẻm",40 m²,,"186,25 triệu/m²",Đã có sổ,3 phòng,3 phòng,3,Nội thất đầy đủ,,Hẻm xe hơi,,,,,"[131.82, 153.75, 127.97, 150.89, 129.69, 129.69, 147.26, 141.79, 166.37, 166.37, 146.88, 126.67, 126.67]"
🏡 BÁN NHÀ GÓC 3 MẶT TIỀN – 15 NGUYỄN ĐÌNH CHIỂU,"11,9 tỷ","195,08 triệu/m²",61 m²,"Đường Nguyễn Đình Chiểu, Phường 4, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","🌹HH 180tr nhờ ACE MG hỗ trợ🌹

🏡 BÁN NHÀ GÓC 3 MẶT TIỀN – 15 NGUYỄN ĐÌNH CHIỂU
📍 Phường Đức Nhuận, TP.HCM
DT: 3,6 x 17m | 2 tấm kiên cố
Nhà góc 3 mặt tiền, thông thoáng, thế nhà hiếm
Sát phố ẩm thực Phan Xích Long, kinh doanh đa ngành
💰 Giá: 11,9 TỶ TL",0916458386,"Nhà mặt phố, mặt tiền",61 m²,,"195,08 triệu/m²",,2 phòng,,,,,,3.6 m,17 m,,,[]
nhà ngay sát chợ Trần Hữu Trang,"5,9 tỷ","147,50 triệu/m²",40 m²,"54, Đường Trần Hữu Trang, Phường 10, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Phú Nhuận, TP Hồ Chí Minh mới)","Nhà 2 mặt hẻm trước sau
Đất 40m2 tiện xây 
Miễn QC",0908955383,"Nhà ngõ, hẻm",40 m²,,"147,50 triệu/m²",Đã có sổ,2 phòng,,,,,,,,,,"[190, 190, 181.82, 186.88, 186.88, 187.8, 205.88, 185.88, 185.88, 178.17, 178.17, 178.17, 178.17]"
"Ngang 6m,Toà nhà HXH Lê Văn Sỹ,DT 70tr/th,CN 65m2,Cách MT 15m","12,5 tỷ","178,57 triệu/m²",70 m²,"Đường Lê Văn Sỹ, Phường 13, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Phú Nhuận, TP Hồ Chí Minh mới)","Nhà chính chủ, toà nhà căn hộ Lê Văn Sỹ
Vị trí: Hẻm xe hơi trải nhựa, cách mặt tiền 1 căn nhà đúng 15m, đầu hẻm là toà nhà VP hạng A 
Ngang 6m, 65m2, 5 tầng, nhà nở hậu L
Dòng tiền 70tr/th, đang cho thuê căn hộ và mặt bằng kinh doanh
Giá: 12,5 tỷ",,"Nhà ngõ, hẻm",70 m²,,"178,57 triệu/m²",Đã có sổ,10 phòng,,,Nội thất cao cấp,,Nhà nở hậu,,,,,"[158.93, 158.93, 158.93, 158.93, 156.84, 157.89, 157.89, 157.89, 158.95, 169.46, 168.57, 168.57, 168.57]"
NHÀ XỊN GIÁ HỜI FULL NỘI THẤT _5 TẦNG_6 PN_6WC PHÒNGXÔNG HƠI THƯ GIÃN,"8,68 tỷ",217 triệu/m²,40 m²,"Đường Hoàng Văn Thụ, Phường 9, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","🟥🟥🟥 NHÀ NỞ HẬU TÀI LỘC 🟥🟥🟥🟥

 ♥️5️⃣TẦNG+MÁI BTCT Ở PHÍA SAU MT HOÀNG VĂN THỤ🟥 3 CĂN RA MẶT TIỀN PHÚ NHUẬN 🟥 Giáp Quận 1🟥

❌❌❌💰8,680TỶ Thương Lượng❌❌❌

➡️Diện tích: DT sử dụng gần 190 m2.
➡️Kết cấu: 5️⃣tầng BTCT + Mái BTCT. Nhà có 6 PN+💥1 phòng xông hơi, 5 toilet, sân thượng.
➡️Vị trí: Phía sau căn mặt tiền Hoàng Văn Thụ, cách hẻm xe tải 1 căn. 
Nằm trong khu nhà ở cao tầng. Nhà gần sân bay, công viên, trường hoc, kế bên chợ ,…
👉 Hẻm sạch sẽ An ninh, dân trí cao
📖 Sổ hồng riêng, hoàn công đủ, công chứng ngay.
📞 Gọi Oanh xem nhà ngay 24/7.
#lh_***
#zalo_***.",0587799424,"Nhà ngõ, hẻm",40 m²,,217 triệu/m²,Đã có sổ,6 phòng,5 phòng,5,,,Nhà nở hậu,4 m,10 m,,,"[175, 175, 175, 175, 175, 142.86, 142.86, 180.91, 180.91, 232.58, 230.14, 230.14, 230.14]"
Nhà mặt tiền nguyễn kiệm cần bán,"9,5 tỷ","269,89 triệu/m²",35.2 m²,"nguyễn kiệm, Phường 4, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","- Đang cho thuê, 2 mặt tiền trước sau
- Sổ công nhận 35m đất sử dụng thưc tế 90m
- Chốt đúng giá ko thương lượng
- tiếp khách thiện chí mua thôi ạ",,"Nhà mặt phố, mặt tiền",35.2 m²,90 m²,"269,89 triệu/m²",Đã có sổ,2 phòng,1 phòng,,Hoàn thiện cơ bản,,,3.7 m,9.5 m,,,"[200, 184.48, 175.18, 194.44, 191.57, 211.58, 178.91]"
"Chính Chủ bán nhà 49 Hoa hồng. Bán để lại full Nội thất, 4PN & 5WC","18,9 tỷ","393,75 triệu/m²",48 m²,"Đường Hoa Hồng, Phường 2, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Cầu Kiệu, TP Hồ Chí Minh mới)","Nhà mặt tiền đường hoa hồng, ngay trục đường lớn, gần các khu tiện ích, và Hiland Coffee, buôn bán, Quán ăn, Siêu thị, Cây xăng, … bảo vệ khu, xe để an ninh, Mình chính chủ bán cho khách thiện chí mua sẽ bớt lộc. Nhà đẹp Full nội thất, đang cho kinh doanh tiệm Nail, nhà thích hợp để ở, tiện kinh doanh cty, spa, văn phòng,….cho thuê giữ tài sản,…Mình ở Phú Mỹ Hưng Quận 7. Nên khách thiện chí mua thương lượng báo mình trước 1 ngày nếu muốn gặp nhé.",,"Nhà mặt phố, mặt tiền",48 m²,130 m²,"393,75 triệu/m²",Đã có sổ,4 phòng,5 phòng,3,Nội thất cao cấp,Bắc,Nhà nở hậu,,,,,"[276.22, 276.22, 276.22, 279.52, 373.44, 326.65, 326.65, 326.65, 309.61, 309.61, 309.61, 309.61, 309.61]"
SÁT MẶT TIỀN – 5 TẦNG BTCT- SÂN THƯỢNG – NỘI THẤT CAO CẤP – 8.x TỶ TL,"8,75 tỷ","218,75 triệu/m²",40 m²,"Đường Thích Quảng Đức, Phường 5, Quận Phú Nhuận, Tp Hồ Chí Minh (Phường Đức Nhuận, TP Hồ Chí Minh mới)","SIÊU PHẨM HXH THÔNG THÍCH QUẢNG ĐỨC – PHÚ NHUẬN

SÁT MẶT TIỀN – 5 TẦNG BTCT CÓ SÂN THƯỢNG – FULL NỘI THẤT CAO CẤP – GIÁ CHỈ 8.X TỶ

📍 Vị trí: Đường Thích Quảng Đức, Phường 5, Quận Phú Nhuận.
Nằm sát mặt tiền, khu vực hiếm nhà bán, hẻm xe hơi thông thoáng, kết nối nhanh Phan Xích Long – Phan Đăng Lưu – Nguyễn Văn Đậu. Kế bên phố ẩm thực Phan Xích Long, xung quanh đầy đủ trường học các cấp, siêu thị, chợ, ngân hàng và tiện ích cao cấp.

🔹 Thông tin chi tiết căn nhà:
 • Diện tích: 39m² – sổ vuông vức A4, phong thủy đẹp
 • Kết cấu: 1 trệt – 3 lầu – sân thượng, BTCT kiên cố
 • Công năng:
 • 4 phòng ngủ
 • 4 WC
 • Phòng khách, bếp, phòng thờ
 • Khu giặt phơi, ban công thoáng mát
 • Gara để xe rộng rãi

🔹 Nội thất:

✨ Tặng full nội thất sang trọng, gồm:
Sofa cao cấp, TV, máy lạnh, bộ bàn ăn, tủ bếp, tủ lạnh side by side, giường – nệm, chăn ga, tủ quần áo, bàn trang điểm, bàn làm việc…
➡️ Khách mua chỉ cần xách vali vào ở ngay.

🔹 Ưu điểm nổi bật:
 • Hẻm xe hơi thông, khu dân trí cao, nhà cao tầng đồng bộ
 • Nhà mới, thiết kế hiện đại, không gian thoáng sáng
 • Vị trí trung tâm Phú Nhuận, giá trị khai thác và thanh khoản cao

🔹 Phù hợp:
 • Gia đình mua ở lâu dài tại trung tâm
 • Vừa ở vừa kinh doanh online, làm văn phòng nhỏ
 • Đầu tư cho thuê giữ tiền, khu vực nhu cầu thuê cao

📑 Pháp lý: Sổ hồng riêng, hoàn công đầy đủ, sổ đẹp cất két – công chứng nhanh trong ngày.
💰 Giá bán: 8.x tỷ (thương lượng cho khách thiện chí).

👉 Liên hệ ngay để xem nhà thực tế và làm việc trực tiếp chính chủ.",,"Nhà ngõ, hẻm",40 m²,,"218,75 triệu/m²",Đã có sổ,4 phòng,4 phòng,5,,,Hẻm xe hơi,,,,,"[189.76, 142.5, 170.28, 180.81, 180.81, 180.56, 145.79, 166, 157.92, 173.54, 179.77, 175, 190.35]"
